epoch,episode,batch,loss,policy_loss,kl,entropy,avg_reward,succ_rate,elapsed_s
9,4544,2780,-0.0333,-0.3118,0.1551,5.4311,0.2334,0.3351,3940.5
9,4864,2800,0.3844,-0.5231,0.1896,6.6078,-0.6196,0.3352,3969.1
10,192,2820,-0.0671,-1.5447,0.2062,7.1682,-0.2297,0.3353,3995.1
10,512,2840,-0.4264,-2.3946,0.1496,9.3083,-0.6240,0.3353,4035.0
10,832,2860,0.0626,-0.8135,0.2308,6.3809,0.0234,0.3351,4060.0
10,1152,2880,-0.1229,0.5684,0.2695,5.6565,0.0431,0.3349,4085.7
10,1472,2900,0.2170,0.4777,0.1475,6.2018,-0.6277,0.3347,4125.0
10,1792,2920,-0.1067,0.5994,0.1966,8.0123,-0.5009,0.3349,4151.2
10,2112,2940,-0.0303,-1.2027,0.1494,7.3480,-0.1187,0.3350,4173.9
10,2432,2960,-0.1919,-0.2381,0.0869,8.2643,-0.6325,0.3350,4197.5
10,2752,2980,0.1300,-0.2905,0.1407,6.6643,-0.2789,0.3352,4221.3
10,3072,3000,0.2655,-1.4111,0.2166,7.4142,-0.2185,0.3352,4245.7
10,3392,3020,-0.3148,1.6904,0.2133,6.0511,-0.7424,0.3350,4269.1
10,3712,3040,-0.1747,-0.0725,0.2079,8.1275,-0.0584,0.3354,4292.9
10,4032,3060,0.3984,-0.8336,0.2217,6.6784,-0.1241,0.3352,4317.0
10,4352,3080,-0.0852,0.1593,0.2783,5.0523,0.1181,0.3352,4344.0
10,4672,3100,-0.1217,-1.6731,0.1188,8.2441,-0.2405,0.3354,4368.0
10,4992,3120,0.1245,0.1696,0.1689,4.3557,-0.0878,0.3355,4393.0
